adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0000021510-18-000029	21510	COHERENT INC	3826	US	CA	SANTA CLARA	95054	5100 PATRICK HENRY DR		4087644000	US	CA	SANTA CLARA	95054	5100 PATRICK HENRY DRIVE	MAIL STOP P38	US	DE	941622541	COHERENT RADIATION	19770604	1-LAF	1	0930	10-K	20180930	2018	FY	20181127	2018-11-27 16:15:00.0	0	1	cohr-20180929.xml	1	
0000021665-18-000018	21665	COLGATE PALMOLIVE CO	2844	US	NY	NEW YORK	10022	300 PARK AVE		2123102000	US	NY	NEW YORK	10022	300 PARK AVE		US	DE	131815595			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181026	2018-10-26 09:03:00.0	0	1	cl-20180930.xml	1	
0000022356-18-000050	22356	COMMERCE BANCSHARES INC /MO/	6022	US	MO	KANSAS CITY	64106	1000 WALNUT		8162342000	US	MO	KANSAS CITY	64141-6248	P O BOX 419248		US	MO	430889454			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:27:00.0	0	1	cbsh-20180930.xml	1	
0000022444-18-000035	22444	COMMERCIAL METALS CO	3312	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	P O BOX 1046	2146894300	US	TX	IRVING	75039	6565 N. MACARTHUR BLVD., SUITE 800	PO BOX 1046	US	DE	750725338			1-LAF	1	0831	10-K	20180831	2018	FY	20181025	2018-10-25 13:06:00.0	0	1	cmc-20180831.xml	1	
0000023197-18-000097	23197	COMTECH TELECOMMUNICATIONS CORP /DE/	3663	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	6319627000	US	NY	MELVILLE	11747	68 SOUTH SERVICE ROAD	SUITE 230	US	DE	112139466	COMTECH INC	19870503	2-ACC	0	0731	10-Q	20181031	2019	Q1	20181206	2018-12-06 16:25:00.0	0	1	cmtl-20181031.xml	1	
0000023217-18-000009	23217	CONAGRA BRANDS INC.	2000	US	IL	CHICAGO	60654	222 W. MERCHANDISE MART PLAZA	SUITE 1300	312-549-5000	US	IL	CHICAGO	60654	222 W. MERCHANDISE MART PLAZA	SUITE 1300	US	DE	470248710	CONAGRA FOODS INC /DE/	20001006	1-LAF	0	0531	10-Q	20180831	2019	Q1	20181002	2018-10-02 10:33:00.0	0	1	cag-20180826.xml	1	
0000024090-18-000027	24090	CITIZENS INC	6311	US	TX	AUSTIN	78758	2900 ESPERANZA CROSSING	2ND FLOOR	5128377100	US	TX	AUSTIN	78714	P O BOX 149151		US	CO	840755371	CONTINENTAL INVESTORS LIFE INC	19881222	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:27:00.0	0	1	cia-20180930.xml	1	
0000024491-18-000024	24491	COOPER TIRE & RUBBER CO	3011	US	OH	FINDLAY	45840	LIMA & WESTERN AVENUES		4194231321							US	DE	344297750			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181029	2018-10-29 11:36:00.0	0	1	ctb-20180930.xml	1	
0000024545-18-000029	24545	MOLSON COORS BREWING CO	2082	US	CO	DENVER	80202	1801 CALIFORNIA STREET, SUITE 4600		303-927-2523	US	CO	DENVER	80202	1801 CALIFORNIA STREET, SUITE 4600		US	DE	840178360	COORS ADOLPH CO	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 11:19:00.0	0	1	tap-20180930.xml	1	
0000024741-18-000053	24741	CORNING INC /NY	3357	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		6079749000	US	NY	CORNING	14831	ONE RIVERFRONT PLAZA		US	NY	160393470	CORNING GLASS WORKS	19890512	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181024	2018-10-24 16:06:00.0	0	1	glw-20180930.xml	1	
0000025232-18-000032	25232	COUSINS PROPERTIES INC	6798	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD, NE	SUITE 1800	404-407-1000	US	GA	ATLANTA	30326	3344 PEACHTREE ROAD, NE	SUITE 1800	US	GA	580869052			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181024	2018-10-24 16:17:00.0	0	1	cuz-20180930.xml	1	
0000025475-18-000160	25475	CRAWFORD & CO	6411	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		4043001000	US	GA	PEACHTREE CORNERS	30092	5335 TRIANGLE PARKWAY		US	GA	580506554			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:43:00.0	0	1	crda-20180930.xml	1	
0000025598-18-000022	25598	SPRINGLEAF FINANCE CORP	6141	US	IN	EVANSVILLE	47708	601 NW SECOND ST		8124248031	US	IN	EVANSVILLE	47708	601 NW SECOND ST		US	IN	350416090	AMERICAN GENERAL FINANCE CORP	19920703	4-NON	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 07:01:00.0	0	1	slfc-20180930.xml	1	
0000026058-18-000092	26058	CTS CORP	3672	US	IL	LISLE	60532	4925 INDIANA AVENUE		6305778800	US	IL	LISLE	60532	4925 INDIANA AVENUE		US	IN	350225010			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 12:11:00.0	0	1	cts-20180930.xml	1	
0000026172-18-000045	26172	CUMMINS INC	3510	US	IN	COLUMBUS	47202-3005	500 JACKSON ST	BOX 3005 MAIL CODE 60207	8123773842	US	IN	COLUMBUS	47202-3005	BOX 3005 MAIL CODE 60207	500	US	IN	350257090	CUMMINS ENGINE CO INC	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 13:32:00.0	0	1	cmi2018q310-qdoc_htm.xml	1	
0000026324-18-000018	26324	CURTISS WRIGHT CORP	3590	US	NC	DAVIDSON	28036	130 HARBOUR PLACE DRIVE	SUITE 300	7048694602	US	NC	DAVIDSON	28036	130 HARBOUR PLACE DRIVE	SUITE 300	US	DE	130612970			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 10:53:00.0	0	1	cw-20180930.xml	1	
0000026780-18-000015	26780	DANA INC	3714	US	OH	MAUMEE	43537	3939 TECHNOLOGY DRIVE		419-887-3000	US	OH	MAUMEE	43537	PO BOX 1000		US	DE	261531856	DANA HOLDING CORP	20080129	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181029	2018-10-29 15:34:00.0	0	1	dan-20180930.xml	1	
0000027419-18-000036	27419	TARGET CORP	5331	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		6123046073	US	MN	MINNEAPOLIS	55403	1000 NICOLLET MALL		US	MN	410215170	DAYTON HUDSON CORP	19920703	1-LAF	0	0131	10-Q	20181031	2018	Q3	20181127	2018-11-27 16:25:00.0	0	1	tgt-20181103.xml	1	
0000027904-18-000020	27904	DELTA AIR LINES INC /DE/	4512	US	GA	ATLANTA	30354-1989	HARTSFIELD-JACKSON ATLANTA INTL AIRPORT	1030 DELTA BOULEVARD	4047152600	US	GA	ATLANTA	30320-6001	P.O. BOX 20706	DEPT 981	US	DE	580218548	DELTA AIR CORP	19660908	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181011	2018-10-11 17:25:00.0	0	1	dal930201810q_htm.xml	1	
0000027996-18-000105	27996	DELUXE CORP	2780	US	MN	SHOREVIEW	55126	3680 VICTORIA STREET NORTH		6514837111	US	MN	SHOREVIEW	55126	3680 VICTORIA STREET NORTH		US	MN	410216800	DELUXE CHECK PRINTERS INC	19880608	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181026	2018-10-26 13:17:00.0	0	1	a201893010-q_htm.xml	1	
0000028412-18-000159	28412	COMERICA INC /NEW/	6021	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: DARLENE PERSONS	214-462-6831	US	TX	DALLAS	75201	1717 MAIN STREET MC6404	ATTN: DARLENE PERSONS	US	DE	000006021	DETROITBANK CORP	19850311	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:55:00.0	0	1	cma-20180930.xml	1	
0000028823-18-000164	28823	DIEBOLD NIXDORF, INC	3578	US	OH	NORTH CANTON	44720-8077	P.O. BOX 3077	5995 MAYFAIR RD	3304904000	US	OH	NORTH CANTON	44720-8077	PO BOX 3077		US	OH	340183970	DIEBOLD INC	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:07:00.0	0	1	dbd-20180930.xml	1	
0000028917-18-000521	28917	DILLARD'S, INC.	5311	US	AR	LITTLE ROCK	72201	1600 CANTRELL RD		5013765200	US	AR	LITTLE ROCK	72201	1600 CANTRELL ROAD		US	AR	710388071	DILLARDS INC	19980622	1-LAF	0	0131	10-Q	20181031	2018	Q3	20181206	2018-12-06 16:52:00.0	0	1	dds-20181103.xml	1	
0000029332-18-000077	29332	DIXIE GROUP INC	2273	US	GA	DALTON	30722	PO BOX 2007		7068765814	US	GA	DALTON	30722	PO BOX 2007		US	TN	620183370	DIXIE YARNS INC	19920703	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 12:56:00.0	0	1	dxyn-20180929.xml	1	
0000029644-18-000024	29644	DONALDSON CO INC	3564	US	MN	MINNEAPOLIS	55431	1400 W. 94TH ST.		6128873131	US	MN	MINNEAPOLIS	55431	1400 W 94TH STREET		US	DE	410222640			1-LAF	1	0731	10-K	20180731	2018	FY	20181001	2018-10-01 16:17:00.0	0	1	dci-20180731.xml	1	
0000029644-18-000036	29644	DONALDSON CO INC	3564	US	MN	MINNEAPOLIS	55431	1400 W. 94TH ST.		6128873131	US	MN	MINNEAPOLIS	55431	1400 W 94TH STREET		US	DE	410222640			1-LAF	0	0731	10-Q	20181031	2019	Q1	20181207	2018-12-07 11:51:00.0	0	1	dci-20181031.xml	1	
0000029905-18-000059	29905	DOVER CORP	3530	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	(630) 541-1540	US	IL	DOWNERS GROVE	60515	3005 HIGHLAND PARKWAY	SUITE 200	US	DE	530257888	DOVER CORP	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181018	2018-10-18 06:54:00.0	0	1	dov-20180930.xml	1	
0000029915-18-000024	100790	UNION CARBIDE CORP /NEW/	2860	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		281-966-2727	US	TX	HOUSTON	77077	1254 ENCLAVE PARKWAY		US	NY	131421730	UNION CARBIDE CHEMICALS & PLASTICS CO INC	19940502	4-NON	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 08:51:00.0	0	1	ucc-20180930.xml	1	
0000029915-18-000026	29915	DOW CHEMICAL CO /DE/	2821	US	MI	MIDLAND	48674-2030	2211 H.H. DOW WAY		989-636-1000	US	MI	MIDLAND	48674-2030	2211 H.H. DOW WAY		US	DE	381285128			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 09:14:00.0	0	1	dow-20180930.xml	1	
0000029989-18-000019	29989	OMNICOM GROUP INC.	7311	US	NY	NEW YORK	10022	437 MADISON AVE		2124153600	US	NY	NEW YORK	10022	437 MADISON AVE		US	NY	131514814	OMNICOM GROUP INC	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181016	2018-10-16 17:22:00.0	0	1	omc-20180930.xml	1	
0000030554-18-000013	30554	DUPONT E I DE NEMOURS & CO	2820	US	DE	WILMINGTON	19805	974 CENTRE ROAD		3027741000	US	DE	WILMINGTON	19805	974 CENTRE ROAD		US	DE	510014090			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 10:05:00.0	0	1	dd-20180930.xml	1	
0000030625-18-000075	30625	FLOWSERVE CORP	3561	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 2300	9724436500	US	TX	IRVING	75039	5215 N. O'CONNOR BLVD.	SUITE 2300	US	NY	310267900	DURCO INTERNATIONAL INC	19970508	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:03:00.0	0	1	fls-20180930.xml	1	
0000030697-18-000012	30697	WENDY'S CO	5810	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		(614) 764-3100	US	OH	DUBLIN	43017	ONE DAVE THOMAS BLVD		US	DE	380471180	WENDY'S/ARBY'S GROUP, INC.	20080926	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 16:15:00.0	0	1	wen-20180930.xml	1	
0000031107-18-000037	31107	EASTERN CO	3420	US	CT	NAUGATUCK	06770	112 BRIDGE ST	P O BOX 460	2037292255	US	CT	NAUGATUCK	06770	112 BRIDGE STREET	P O BOX 460	US	CT	060330020			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 16:37:00.0	0	1	eml-20180929.xml	1	
0000031791-18-000018	31791	PERKINELMER INC	3826	US	MA	WALTHAM	02451	940 WINTER STREET		781 663 5776	US	MA	WALTHAM	02451	940 WINTER STREET		US	MA	042052042	EG&G INC	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 14:19:00.0	0	1	pki-20180930.xml	1	
0000031978-18-000049	31978	EL PASO ELECTRIC CO /TX/	4911	US	TX	EL PASO	79901	100 NORTH STANTON		9155435711	US	TX	EL PASO	79901	100 NORTH STANTON		US	TX	740607870			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 14:06:00.0	0	1	ee-20180930.xml	1	
0000032604-18-000044	32604	EMERSON ELECTRIC CO	3600	US	MO	ST LOUIS	63136	8000 W FLORISSANT AVE	P O BOX 4100	3145532000	US	MO	ST LOUIS	63136	8000 W. FLORISSANT	P.O. BOX 4100	US	MO	430259330	EMERSON ELECTRIC MANUFACTUING CO	19730710	1-LAF	1	0930	10-K	20180930	2018	FY	20181119	2018-11-19 14:49:00.0	0	1	emr-20180930.xml	1	
0000033185-18-000041	33185	EQUIFAX INC	7320	US	GA	ATLANTA	30302	1550 PEACHTREE ST NW		4048858000	US	GA	ATLANTA	30309	1550 PEACHTREE ST NW		US	GA	580401110	RETAIL CREDIT CO	19760222	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 16:29:00.0	0	1	efx-20180930.xml	1	
0000033213-18-000014	33213	EQT CORP	1311	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	4125535700	US	PA	PITTSBURGH	15222	625 LIBERTY AVENUE	SUITE 1700	US	PA	250464690	EQT CORP /PA/	20090206	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 16:38:00.0	0	1	eqt-20180930.xml	1	
0000034067-18-000034	34067	DMC GLOBAL INC.	3390	US	CO	BOULDER	80301	5405 SPINE ROAD		3036655700	US	CO	BOULDER	80301	5405 SPINE ROAD		US	CO	840608431	DYNAMIC MATERIALS CORP	19941205	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 16:31:00.0	0	1	boom-20180930.xml	1	
0000034088-18-000048	34088	EXXON MOBIL CORP	2911	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		9729406000	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		US	NJ	135409005	EXXON CORP	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 12:30:00.0	0	1	xom-20180930.xml	1	
0000034563-18-000055	34563	FARMER BROTHERS CO	2090	US	TX	NORTHLAKE	76262	1912 FARMER BROTHERS DRIVE		888 998 2468	US	TX	FORT WORTH	76177	P O BOX 77057		US	DE	950725980			2-ACC	0	0630	10-Q	20180930	2019	Q1	20181109	2018-11-09 16:17:00.0	0	1	farm-20180930.xml	1	
0000034782-18-000097	34782	1ST SOURCE CORP	6022	US	IN	SOUTH BEND	46601	100 NORTH MICHIGAN STREET		5742352702	US	IN	SOUTH BEND	46634	P O BOX 1602	P O BOX 1602	US	IN	351068133	FBT BANCORP INC	19820818	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181018	2018-10-18 16:20:00.0	0	1	srce-20180930.xml	1	
0000034903-18-000030	34903	FEDERAL REALTY INVESTMENT TRUST	6798	US	MD	ROCKVILLE	20852-4041	1626 EAST JEFFERSON STREET		3019988100	US	MD	ROCKVILLE	20852-4041	1626 EAST JEFFERSON STREET		US	MD	520782497			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 16:17:00.0	0	1	frt-20180930.xml	1	
0000036047-18-000115	36047	CORELOGIC, INC.	7374	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	(949) 214-1000	US	CA	IRVINE	92618	40 PACIFICA	SUITE 900	US	DE	951068610	FIRST AMERICAN CORP	20020628	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 14:08:00.0	0	1	clgx-20180930.xml	1	
0000036966-18-000037	36966	FIRST HORIZON NATIONAL CORP	6021	US	TN	MEMPHIS	38103	165 MADISON AVENUE		9018186232	US	TN	MEMPHIS	38103	165 MADISON AVENUE		US	TN	620803242	FIRST TENNESSEE NATIONAL CORP	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 16:46:00.0	0	1	fhn-20180930.xml	1	
0000037785-18-000076	37785	FMC CORP	2800	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		215-299-6668	US	PA	PHILADELPHIA	19104	2929 WALNUT STREET		US	DE	940479804	FOOD MACHINERY & CHEMICAL CORP	19670706	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 16:13:00.0	0	1	fmc-20180930.xml	1	
0000037808-18-000028	37808	FNB CORP/PA/	6021	US	PA	PITTSBURGH	15212	F.N.B. CORPORATION	ONE NORTH SHORE CENTER, 12 FEDERAL ST.	800-555-5455	US	PA	PITTSBURGH	15212	F.N.B. CORPORATION	ONE NORTH SHORE CENTER, 12 FEDERAL ST.	US	PA	251255406	FNB CORP/FL/	20010601	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181107	2018-11-07 12:49:00.0	0	1	fnb-20180930.xml	1	
0000037996-18-000084	37996	FORD MOTOR CO	3711	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		3133223000	US	MI	DEARBORN	48126	ONE AMERICAN RD		US	DE	380549190			1-LAF	1	1231	10-Q	20180930	2018	Q3	20181025	2018-10-24 19:14:00.0	0	1	f-20180930.xml	1	
0000038009-18-000237	38009	FORD MOTOR CREDIT CO LLC	6159	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		313-322-3000	US	MI	DEARBORN	48126	ONE AMERICAN ROAD		US	DE	381612444	FORD MOTOR CREDIT CO	19920703	4-NON	1	1231	10-Q	20180930	2018	Q3	20181025	2018-10-24 19:24:00.0	0	1	fmcc-20180930.xml	1	
0000038725-18-000191	38725	FRANKLIN ELECTRIC CO INC	3621	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		2608242900	US	IN	FORT WAYNE	46809	9255 COVERDALE ROAD		US	IN	350827455			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181102	2018-11-02 12:58:00.0	0	1	a2018q3form10-q_htm.xml	1	
0000038777-18-000233	38777	FRANKLIN RESOURCES INC	6282	US	CA	SAN MATEO	94403	ONE FRANKLIN PARKWAY	BUILDING 920	650-312-2000	US	CA	SAN MATEO	94403	FRANKLIN RESOURCES INC	ONE FRANKLIN PARKWAY	US	DE	132670991			1-LAF	1	0930	10-K	20180930	2018	FY	20181109	2018-11-09 12:53:00.0	0	1	ben-20180930.xml	1	
0000039263-18-000044	39263	CULLEN/FROST BANKERS, INC.	6021	US	TX	SAN ANTONIO	78205	100 W HOUSTON ST		210-220-4011	US	TX	SAN ANTONIO	78296-1600	POST OFFICE BOX 1600		US	TX	741751768	CULLEN FROST BANKERS INC	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181025	2018-10-25 12:57:00.0	0	1	cfr-20180930.xml	1	
0000039899-18-000041	39899	TEGNA INC	4833	US	VA	MCLEAN	22107-0150	7950 JONES BRANCH DRIVE		7038736600	US	VA	MCLEAN	22107-0150	7950 JONES BRANCH DRIVE		US	DE	160442930	GANNETT CO INC /DE/	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:07:00.0	0	1	tgna-20180930.xml	1	
0000039911-18-000155	39911	GAP INC	5651	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		6509524400	US	CA	SAN FRANCISCO	94105	TWO FOLSOM STREET		US	DE	941697231	GAP STORES INC	19850617	1-LAF	0	0131	10-Q	20181031	2018	Q3	20181130	2018-11-30 15:08:00.0	0	1	gps-20181103.xml	1	
0000040211-18-000083	40211	GATX CORP	4700	US		CHICAGO	60606-5314	222 WEST ADAMS STREET		3126216200	US		CHICAGO	60606-5314	222 WEST ADAMS STREET		US	NY	361124040	GENERAL AMERICAN TRANSPORTATION CORP	19750722	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181026	2018-10-26 14:38:00.0	0	1	gmt-20180930.xml	1	
0000040533-18-000060	40533	GENERAL DYNAMICS CORP	3730	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	703-876-3000	US	VA	FALLS CHURCH	22042-4513	2941 FAIRVIEW PARK DRIVE	SUITE 100	US	DE	131673581			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181024	2018-10-24 11:39:00.0	0	1	gd-20180930.xml	1	
0000040545-18-000081	40545	GENERAL ELECTRIC CO	3600	US	MA	BOSTON	02210	41 FARNSWORTH STREET		617-443-3000	US	MA	BOSTON	02210	41 FARNSWORTH STREET		US	NY	140689340			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 07:35:00.0	0	1	ge-20180930.xml	1	
0000040729-18-000138	40729	ALLY FINANCIAL INC.	6022	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	866-710-4623	US	MI	DETROIT	48226	ALLY DETROIT CENTER	500 WOODWARD AVE. FLOOR 10	US	DE	380572512	GMAC INC.	20090701	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 16:07:00.0	0	1	ally-20180930.xml	1	
0000040888-18-000034	40888	AEROJET ROCKETDYNE HOLDINGS, INC.	3760	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	(310) 252-8100	US	CA	EL SEGUNDO	90245	222 N. PACIFIC COAST HIGHWAY	SUITE 500	US	DE	340244000	GENCORP INC	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181030	2018-10-30 16:43:00.0	0	1	ajrd-20180930.xml	1	
0000040987-18-000034	40987	GENUINE PARTS CO	5013	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		6789345000	US	GA	ATLANTA	30339	2999 WILDWOOD PARKWAY		US	GA	580254510			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181022	2018-10-22 07:18:00.0	0	1	gpc-20180930.xml	1	
0000042316-18-000057	42316	GOLDFIELD CORP	1623	US	FL	MELBOURNE	32901	1684 WEST HIBISCUS BLVD.		321-724-1700	US	FL	MELBOURNE	32901	1684 WEST HIBISCUS BLVD.		US	DE	880031580	GOLDFIELD CONSOLIDATED MINES CO	19670628	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181106	2018-11-06 16:48:00.0	0	1	gv-20180930.xml	1	
0000042888-18-000053	42888	GRACO INC	3561	US	MN	MINNEAPOLIS	55413-1894	88 11TH AVENUE NE		6126236000	US	MN	MINNEAPOLIS	55401	CT CORPORATION SYSTEM, INC.	100 SOUTH FIFTH STREET, SUITE 1075	US	MN	410285640			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181024	2018-10-24 16:19:00.0	0	1	ggg-20180928.xml	1	
0000043920-18-000034	43920	GREIF INC	3412	US	OH	DELAWARE	43015	425 WINTER ROAD		7405496000	US	OH	DELAWARE	43015	425 WINTER ROAD		US	DE	314388903	GREIF BROTHERS CORP	19920703	1-LAF	1	1031	10-K	20181031	2018	FY	20181220	2018-12-20 17:22:00.0	0	1	gef-20181031.xml	1	
0000045012-18-000168	45012	HALLIBURTON CO	1389	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	2818712699	US	TX	HOUSTON	77032	3000 NORTH SAM HOUSTON PARKWAY EAST	3000 NORTH SAM HOUSTON PARKWAY EAST	US	DE	752677995	HALLIBURTON OIL WELL CEMENTING CO	19660911	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181026	2018-10-26 10:02:00.0	0	1	hal09302018-10q_htm.xml	1	
0000045876-18-000142	45876	HARSCO CORP	3440	US	PA	CAMP HILL	17011	350 POPLAR CHURCH ROAD		7177637064	US	PA	CAMP HILL	17011	350 POPLAR CHURCH ROAD		US	DE	231483991			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181031	2018-10-31 11:18:00.0	0	1	hsc-0930201810q_htm.xml	1	
0000045919-18-000062	45919	HARTE HANKS INC	7331	US	TX	SAN ANTONIO	78216	9601 MCALLISTER FREEWAY	SUITE 610	2108299000	US	TX	SAN ANTONIO	78216	9601 MCALLISTER FREEWAY	SUITE 610	US	DE	741677284	HARTE HANKS COMMUNICATIONS INC	19920703	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:00:00.0	0	1	hhs-20180930.xml	1	
0000045947-18-000032	45947	TALCOTT RESOLUTION LIFE INSURANCE CO	6311	US	CT	WINDSOR	06095	1 GRIFFIN ROAD NORTH		860-547-5000	US	CT	WINDSOR	06095	1 GRIFFIN ROAD NORTH		US	CT	060941488	HARTFORD LIFE INSURANCE CO	19920703	4-NON	0	1231	10-Q	20180930	2018	Q3	20181105	2018-11-05 13:54:00.0	0	1	tl10q9302018document_htm.xml	1	
0000046080-18-000142	46080	HASBRO INC	3944	US	RI	PAWTUCKET	02861	1027 NEWPORT AVE	P O BOX 1059	4014318697	US	RI	PAWTUCKET	02862-0200	200 NARRAGANSETT PARK DRIVE		US	RI	050155090	HASBRO BRADLEY INC	19850814	1-LAF	1	1231	10-Q	20180930	2018	Q3	20181101	2018-11-01 14:46:00.0	0	1	has-20180930.xml	1	
0000046195-18-000059	46195	BANK OF HAWAII CORP	6022	US	HI	HONOLULU	96813	130 MERCHANT STREET		8886433888	US	HI	HONOLULU	96813	130 MERCHANT STREET		US	DE	990148992	PACIFIC CENTURY FINANCIAL CORP	19970430	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181022	2018-10-22 17:21:00.0	0	1	boh-20180930.xml	1	
0000046250-18-000031	46250	HAWKINS INC	5160	US	MN	ROSEVILLE	55113	2381 ROSEGATE		6123316910	US	MN	ROSVILLE	55113	2381 ROSEGATE		US	MN	410771293	HAWKINS CHEMICAL INC	19920703	2-ACC	0	0331	10-Q	20180930	2019	Q2	20181031	2018-10-31 17:23:00.0	0	1	hwkn-20180930.xml	1	
0000046619-18-000117	46619	HEICO CORP	3724	US	FL	HOLLYWOOD	33021	3000 TAFT ST		954-987-4000	US	FL	HOLLYWOOD	33021	3000 TAFT STREET		US	FL	650341002	HEINICKE INSTRUMENTS CO	19860417	1-LAF	1	1031	10-K	20181031	2018	FY	20181220	2018-12-20 16:32:00.0	0	1	hei1031201810k_htm.xml	1	
